Observation Number,dist_cod,county,district,gr_span,enrl_tot,teachers,calw_pct,meal_pct,computer,testscr,comp_stu,expn_stu,str,avginc,el_pct,read_scr,math_scr
136,61846,El Dorado,Camino Union Elementary,KK-08,548,32.2000007629,7.6641998291,31.3868999481,35,644.4000244141,0.0638686121,5685.6391601563,17.0186328888,14.8669996262,11.4963502884,652.0999755859,636.700012207
137,65813,Merced,Plainsburg Union Elementary,KK-08,104,5,32.3810005188,49.5237998962,19,644.450012207,0.1826923043,5594.1962890625,20.7999992371,9.9720001221,13.4615392685,649.5,639.4000244141
138,68486,San Joaquin,Banta Elementary,KK-08,275,13,12.7272996902,45.8181991577,4,644.450012207,0.0145454546,4692.5668945313,21.1538467407,14.5780000687,4.7272725105,643.200012207,645.700012207
139,62513,Fresno,Washington Colony Elementary,KK-08,443,24,14.2211999893,69.9774017334,52,644.5,0.1173814908,5085.40625,18.4583339691,7.3850002289,21.444694519,644.299987793,644.700012207
140,67405,Sacramento,Rio Linda Union Elementary,KK-06,10337,540.049987793,37.2268981934,58.5453987122,1268,644.549987793,0.1226661503,5456.197265625,19.1408214569,12.343000412,12.3536806107,646,643.0999755859
141,71050,Stanislaus,Chatom Union Elementary,KK-08,806,41.5299987793,7.178800106,56.6750984192,36,644.6999511719,0.0446650125,5105.1796875,19.4076576233,12.4313325882,30.1488838196,645.299987793,644.0999755859
142,73726,Merced,Merced River Union Elementary,KK-08,227,11.6000003815,18.0617008209,59.0307998657,25,644.950012207,0.1101321578,5519.6772460938,19.5689640045,14.9060001373,15.8590297699,649.700012207,640.200012207
143,72462,Ventura,Hueneme Elementary,KK-08,8416,391.4200134277,12.3990001678,71.9121017456,1333,645.0999755859,0.1583887786,5065.9111328125,21.5011997223,12.6698999405,43.75,642.9000244141,647.299987793
144,62737,Humboldt,Cuddeback Union Elementary,KK-08,149,8.5,19.4631004333,59.0603981018,30,645.25,0.2013422847,5182.4282226563,17.5294113159,10.3330001831,0,656.799987793,633.700012207
145,62703,Humboldt,Blue Lake Union Elementary,KK-08,220,13.3900003433,19.130399704,52.1739006042,48,645.549987793,0.2181818187,5960.4643554688,16.4301719666,11.9720001221,0,658,633.0999755859
146,68205,San Diego,Lemon Grove Elementary,KK-08,4612,232.9700012207,17.4761009216,65.9150009155,601,645.5500488281,0.1303122342,5124.8364257813,19.7965393066,12.8269996643,16.6522121429,647.700012207,643.4000244141
147,64063,Lake,Upper Lake Union Elementary,KK-08,590,34.3300018311,37.4367980957,70.657699585,71,645.5999755859,0.1203389838,5655.1333007813,17.1861343384,10.0399999619,3.2203390598,644.799987793,646.4000244141
148,62984,Humboldt,Peninsula Union Elementary,KK-08,133,7.5500001907,25,72.1428985596,25,645.75,0.187969923,5811.6899414063,17.6158943176,13.3350000381,0,644.299987793,647.200012207
149,72512,Ventura,Ocean View Elementary,KK-08,2440,121.2399978638,7.2758998871,47.0298995972,116,645.75,0.047540985,5467.673828125,20.125371933,9.8540000916,48.5245895386,645.5,646
150,71647,Tehama,Reeds Creek Elementary,KK-08,133,6,11.1940002441,35.8208999634,0,646,0,5213.0893554688,22.1666660309,11.4259996414,0.7518796921,652.5,639.5
151,67280,Sacramento,Arcohe Union Elementary,KK-08,519,26,16.7630004883,37.9575996399,65,646.200012207,0.1252408475,4613.1875,19.9615383148,15.1309995651,1.9267823696,650.9000244141,641.5
152,68627,San Joaquin,New Jerusalem Elementary,KK-08,222,11.6599998474,7.5893001556,40.625,30,646.3499755859,0.1351351291,4886.9838867188,19.0394515991,14.5780000687,13.5135126114,643,649.700012207
153,70243,Siskiyou,Dunsmuir Elementary,KK-08,285,18.7199993134,26.6422996521,76.2773971558,36,646.4000244141,0.1263157874,6455.13671875,15.2243595123,10.267999649,0,641.5999755859,651.200012207
154,71282,Stanislaus,Stanislaus Union Elementary,KK-08,3129,147.9799957275,26.1676006317,55.7901000977,471,646.5,0.1505273283,5125.4331054688,21.1447505951,15.5928573608,16.7146053314,647.799987793,645.200012207
155,62240,Fresno,Kingsburg Joint Union Elementary,KK-08,2019,102.7799987793,10.2525997162,40.5646018982,167,646.549987793,0.0827142149,5193.6923828125,19.6438999176,11.2379999161,5.9435362816,649.0999755859,644
156,66456,Orange,Buena Park Elementary,KK-08,5620,267,10.3094997406,55.0938987732,316,646.700012207,0.0562277585,5002.8388671875,21.0486888885,15.0513753891,36.1743774414,644,649.4000244141
157,66746,Orange,Westminster Elementary,KK-08,9775,484.5,13.0430002213,62.5038986206,1218,646.9000244141,0.124603577,5337.6254882813,20.1754379272,15.4131765366,44.9718666077,645.5999755859,648.200012207
158,63933,Kings,Island Union Elementary,KK-08,246,11.5,9.7560997009,43.9024009705,38,646.9499511719,0.1544715464,5161.2021484375,21.3913040161,11.0810003281,16.6666679382,647.799987793,646.0999755859
159,72231,Tulare,Tulare City Elementary,KK-08,7210,360.3500061035,26.6268005371,68.8579025269,800,647.049987793,0.1109570041,5158.7919921875,20.0083255768,10.0979995728,15.1872396469,642.5,651.5999755859
160,68023,San Diego,Chula Vista Elementary,KK-06,21338,1051.5799560547,13.2271995544,45.9949989319,2889,647.25,0.1353922635,5123.4741210938,20.2913722992,14.2982997894,34.3377990723,645,649.5
161,69880,Shasta,Black Butte Union Elementary,KK-08,477,27,25.3668994904,59.5387992859,27,647.299987793,0.0566037744,5782.5439453125,17.6666660309,11.8030004501,0,650.799987793,643.799987793
162,65763,Merced,McSwain Union Elementary,KK-08,727,39.9000015259,10.1787996292,32.1870994568,50,647.5999755859,0.0687757879,4842.6079101563,18.2205505371,9.9720001221,13.0673999786,649.4000244141,645.799987793
163,71381,Sutter,Franklin Elementary,KK-08,374,18.4500007629,6.6845002174,7.4865999222,46,647.5999755859,0.1229946539,4219.40625,20.2710018158,15.4090003967,4.2780747414,651.5999755859,643.5999755859
164,68098,San Diego,Escondido Union Elementary,KK-08,18255,903.7600097656,11.2216997147,58.5331001282,2001,648,0.109613806,5081.169921875,20.1989459991,15.2937994003,39.5946311951,645,651
165,64485,Los Angeles,East Whittier City Elementary,KK-08,8787,410.9100036621,10.0227003098,32.483001709,1058,648.200012207,0.120405145,5144.9936523438,21.3842449188,15.5329284668,21.6683731079,648,648.4000244141
166,73544,Kern,Rio Bravo-Greeley Union Elementary,KK-08,797,38,7.0262999535,35.7591018677,60,648.25,0.0752823055,4674.298828125,20.9736843109,16.2929992676,3.2622332573,648.799987793,647.700012207
167,71407,Sutter,Marcum-Illinois Union Elementary,KK-08,140,7,3.5713999271,39.2857017517,40,648.3499755859,0.2857142985,4830.326171875,20,12.875,7.8571429253,651.5999755859,645.0999755859
168,68437,San Diego,Vallecitos Elementary,KK-08,235,13.6999998093,6.8084998131,67.2340011597,51,648.700012207,0.2170212716,5621.6879882813,17.1532840729,16.6229991913,39.5744667053,643.4000244141,654
169,67918,San Bernardino,Victor Elementary,KK-06,8294,371.1000061035,23.1975002289,51.567401886,1295,648.9499511719,0.1561369598,4948.8681640625,22.3497714996,12.5498828888,10.1278028488,645.0999755859,652.799987793
170,66696,Orange,Savanna Elementary,KK-06,2409,108.6600036621,8.1514997482,52.1202011108,354,649.1500244141,0.1469489485,5100.9755859375,22.1700706482,14.2585716248,27.5217914581,646,652.299987793
171,71001,Sonoma,West Side Union Elementary,KK-06,150,8.25,3.2258000374,23.2257995605,16,649.3000488281,0.1066666692,5132.7885742188,18.1818180084,18.3260002136,14,655.200012207,643.4000244141
172,69971,Shasta,Enterprise Elementary,KK-08,3981,210,41.773399353,51.7709007263,606,649.5,0.1522230655,5358.5170898438,18.9571437836,12.7491426468,8.8420000076,649.799987793,649.200012207
173,71621,Tehama,Red Bluff Union Elementary,KK-08,2326,117.8000030518,17.9750995636,52.2523002625,345,649.6999511719,0.1483232975,5149.1865234375,19.7453308105,11.4259996414,6.4058465958,651.299987793,648.0999755859
174,72363,Tuolumne,Jamestown Elementary,KK-08,501,30.5,20.6348991394,54.7619018555,163,649.8499755859,0.3253493011,5373.2065429688,16.4262294769,8.8299999237,2.3952097893,652.5999755859,647.0999755859
175,70482,Siskiyou,Weed Union Elementary,KK-08,470,28.2700004578,31.330499649,89.6996002197,48,650.4499511719,0.1021276563,6485.166015625,16.6253967285,11.1759996414,5.957447052,655.0999755859,645.799987793
176,63032,Humboldt,South Bay Union Elementary,KK-06,575,35.0999984741,26.4347991943,59.1304016113,59,650.549987793,0.1026086956,5504.025390625,16.3817672729,14.2279996872,8.173913002,654.5999755859,646.5
177,61655,Contra Costa,Brentwood Union Elementary,KK-08,3519,175.3000030518,5.5412998199,29.7812004089,789,650.5999755859,0.2242114246,5105.734375,20.0741577148,15.0270004272,15.4589366913,655.4000244141,645.799987793
178,72405,Tuolumne,Summerville Elementary,KK-08,474,26.3400001526,21.9958992004,54.9897994995,61,650.6500244141,0.1286919862,5634.7309570313,17.9954433441,10.5209999084,0,653.5999755859,647.700012207
179,66860,Placer,Ophir Elementary,KK-08,223,11.5,1.7544000149,17.5438995361,60,650.9000244141,0.2690582871,4980.2944335938,19.3913040161,18.6259994507,0,651.799987793,650
180,70821,Sonoma,Montgomery Elementary,KK-08,92,5.5999999046,13.5417003632,0,22,650.9000244141,0.2391304374,6113.8598632813,16.428571701,22.5289993286,0,656.0999755859,645.700012207
181,70912,Sonoma,Santa Rosa Elementary,KK-06,4971,297.1400146484,14.709400177,55.1007995605,500,651.1500244141,0.100583382,5850,16.7294864655,18.2983894348,31.8245830536,653.299987793,649
182,71266,Stanislaus,Salida Union Elementary,KK-08,2617,107.1949996948,8.3682003021,32.3697013855,226,651.200012207,0.086358428,4547.9448242188,24.4134521484,11.8857498169,12.8009166718,651.700012207,650.700012207
183,70128,Shasta,Shasta Union Elementary,KK-08,242,13.25,28.099199295,51.6529006958,32,651.3499755859,0.1322313994,5011.8403320313,18.2641506195,9.9259996414,0,654.4000244141,648.299987793
184,62802,Humboldt,Fortuna Union Elementary,KK-08,780,41.1500015259,16.5394001007,50.7634010315,75,651.4000244141,0.0961538479,5261.3706054688,18.9550418854,14.1969995499,3.8461539745,662,640.799987793
185,72090,Tulare,Rockford  Elementary,KK-08,324,15.3999996185,13.0031003952,58.2042999268,50,651.450012207,0.1543209851,4276.115234375,21.0389614105,9.6300001144,2.4691357613,647,655.9000244141
186,62638,Glenn,Plaza Elementary,KK-08,140,6.75,7.8571000099,45.7142982483,25,651.8000488281,0.1785714328,4566.2700195313,20.7407398224,10.638999939,10.7142858505,654.200012207,649.4000244141
187,70813,Sonoma,Monte Rio Union Elementary,KK-08,181,10,25.4144001007,66.8507995605,26,651.8499755859,0.1436464041,6049.4951171875,18.1000003815,14.4750003815,0,651.9000244141,651.799987793
188,64105,Lassen,Janesville Union Elementary,KK-08,516,26,9.2593002319,24.8148002625,65,651.9000244141,0.1259689927,4974.28125,19.8461532593,13.4670000076,1.9379844666,656.299987793,647.5
189,63172,Imperial,Magnolia Union Elementary,KK-08,108,5,3.6696999073,32.1100997925,25,652,0.2314814776,4432.4780273438,21.6000003815,9.6649999619,4.629629612,648.200012207,655.799987793
190,64188,Lassen,Shaffer Union Elementary,KK-08,419,18.6700000763,13.953499794,50,58,652.0999755859,0.1384248137,4924.619140625,22.4424209595,12.7080001831,5.2505965233,656.4000244141,647.799987793
191,66506,Orange,Fullerton Elementary,KK-08,12567,546.049987793,7.6230998039,40.3995018005,1099,652.0999755859,0.0874512643,4603.6596679688,23.0143756866,17.8229999542,27.5403823853,651.5999755859,652.5999755859
192,70649,Sonoma,Cinnabar Elementary,KK-06,287,16.1700000763,3.7931001186,31.0345001221,65,652.299987793,0.2264808416,5973.9252929688,17.7489185333,17.1560001373,14.9825782776,655.0999755859,649.5
193,69278,Santa Barbara,Santa Barbara Elementary,KK-08,6201,339.1000061035,7.179599762,47.7024993896,634,652.3000488281,0.1022415757,5215.9438476563,18.2866401672,19.589635849,47.8793754578,650.9000244141,653.700012207
194,63016,Humboldt,Rohnerville Elementary,KK-08,577,29.9500007629,20.3360996246,46.0503997803,134,652.3499755859,0.2322356999,4882.2368164063,19.2654418945,14.1969995499,0,657.200012207,647.5
195,71431,Sutter,Pleasant Grove Joint Union Elementary,KK-08,170,7.5,10.5881996155,32.3529014587,41,652.4000244141,0.2411764711,4145.8359375,22.6666660309,11.9119997025,1.7647060156,660.299987793,644.5
196,73700,Shasta,Mountain Union Elementary,KK-08,164,8.5,33.5365982056,65.8536987305,36,652.4000244141,0.2195121944,7542.0380859375,19.2941169739,13.3859996796,0,655.200012207,649.5999755859
197,63784,Kern,South Fork Union Elementary,KK-08,382,22,29.2383003235,59.2137985229,75,652.5,0.1963350773,5247.0180664063,17.3636360168,11.5539999008,0,653.0999755859,651.9000244141
198,68155,San Diego,Jamul-Dulzura Union Elementary,KK-08,1221,61.5999984741,4.3407001495,25.307100296,250,652.8499755859,0.20475021,5169.8149414063,19.821428299,19.0259990692,7.2891073227,656.799987793,648.9000244141
199,69765,Santa Cruz,Live Oak Elementary,KK-08,2214,108.3499984741,12.8725996017,36.4499015808,213,653.0999755859,0.0962059647,5951.005859375,20.4337787628,16.406999588,17.0280036926,656.0999755859,650.0999755859
200,67116,Riverside,Menifee Union Elementary,KK-08,4523,215,5.7519001961,29.1986999512,409,653.4000244141,0.0904267058,4746.572265625,21.0372085571,14.0579996109,10.4355516434,653.700012207,653.0999755859
201,63552,Kern,Lakeside Union Elementary,KK-08,793,39.7999992371,4.413599968,30.7691993713,49,653.5,0.0617906675,4944.0922851563,19.9246234894,19.0680007935,2.2698612213,652.4000244141,654.5999755859
202,69724,Santa Clara,Whisman Elementary,KK-08,1678,88.2699966431,5.4826998711,38.2001991272,254,653.549987793,0.1513706744,6306.4873046875,19.0098571777,20.7700004578,28.2479133606,655.5999755859,651.5
203,63180,Imperial,McCabe Union Elementary,KK-08,536,22.5,5.5970001221,28.1716003418,35,653.5500488281,0.0652985051,4260.306640625,23.822221756,10.263999939,8.7686567307,653.4000244141,653.700012207
204,68551,San Joaquin,Lammersville Elementary,KK-08,307,15.8500003815,5.5374999046,28.6644992828,36,653.6999511719,0.1172638461,4718.1630859375,19.3690853119,14.5780000687,7.491856575,654.0999755859,653.299987793
205,71563,Tehama,Lassen View Union Elementary,KK-08,347,17.5,18.4437999725,53.6022987366,56,653.799987793,0.1613832861,4751.2998046875,19.8285713196,10.2019996643,9.7982711792,655.5,652.0999755859
206,62927,Humboldt,Loleta Union Elementary,KK-08,168,11.0100002289,29.1667003632,63.6904983521,30,653.8499755859,0.1785714328,5653.4536132813,15.258854866,12.501999855,12.5,655.9000244141,651.799987793
207,70045,Shasta,Junction Elementary,KK-08,532,31,10.5066003799,29.6434993744,81,653.9499511719,0.1522556394,5920.2534179688,17.1612911224,13.9060001373,0,656.5999755859,651.299987793
208,64931,Los Angeles,Rosemead Elementary,KK-08,3272,150,24.0219993591,76.7725982666,374,654.0999755859,0.1143031791,4825.5908203125,21.8133335114,9.986000061,31.2041549683,651.4000244141,656.799987793
209,66332,Nevada,Grass Valley Elementary,KK-08,2045,107.2099990845,12.1270999908,40.9291000366,268,654.1999511719,0.1310513467,5532.58203125,19.0747127533,13.7119998932,1.3691931963,657.799987793,650.5999755859
210,71829,Tulare,Buena Vista Elementary,KK-08,156,6.0500001907,10.429400444,47.8527984619,7,654.1999511719,0.0448717959,3926.0695800781,25.7851238251,10.0979995728,9.6153850555,659.799987793,648.5999755859
211,63545,Kern,Kernville Union Elementary,KK-08,1129,61.9900016785,34.1894989014,62.2675018311,164,654.299987793,0.1452612877,5805.63671875,18.2126140594,11.2910003662,0,655.0999755859,653.5
212,67348,Sacramento,Galt Joint Union Elementary,KK-08,3669,201.9700012207,11.3589000702,41.054599762,500,654.5999755859,0.1362769157,4899.2397460938,18.1660633087,13.2250003815,24.2572898865,652.700012207,656.5
213,67553,San Benito,Southside Elementary,KK-08,157,9.25,1.8986999989,10.1266002655,19,654.8499755859,0.1210191101,4884.8623046875,16.9729728699,13.6300001144,9.5541400909,654.200012207,655.5
214,68189,San Diego,Lakeside Union Elementary,KK-08,4928,229.1999969482,8.5419998169,25.8885002136,618,654.8499755859,0.125405848,5139.9375,21.5008735657,14.623000145,5.92532444,653.5,656.200012207
215,71423,Sutter,Nuestro Elementary,KK-08,103,5,5.8252000809,23.3010005951,13,654.9000244141,0.1262135953,5249.3647460938,20.6000003815,8.7760000229,0.9708737731,662.200012207,647.5999755859
216,61994,Fresno,Alvina Elementary,KK-08,175,10.3000001907,14.8570995331,70.285697937,17,655.049987793,0.0971428603,5399.0703125,16.9902915955,10.3380002975,18.2857131958,650,660.0999755859
217,61762,Contra Costa,Oakley Union Elementary,KK-08,4153,199.8600006104,7.5268998146,23.4409008026,241,655.0500488281,0.0580303408,4965.2900390625,20.7795448303,16.3229999542,4.984348774,657.4000244141,652.700012207
218,70268,Siskiyou,Etna Union Elementary,KK-06,280,18.0499992371,8.6956996918,56.5217018127,67,655.0500488281,0.2392857075,6210.3232421875,15.5124664307,10.6563329697,4.2857146263,660.4000244141,649.700012207
219,68544,San Joaquin,Jefferson Elementary,KK-08,865,43.5,3.0841999054,12.5740995407,96,655.1999511719,0.1109826565,4797.5034179688,19.8850574493,14.5780000687,3.3526010513,660.799987793,649.5999755859
220,69377,Santa Clara,Berryessa Union Elementary,KK-08,8735,408.200012207,7.4966001511,21.3433990479,1120,655.3000488281,0.1282197982,5397.1616210938,21.3988227844,18.6305999756,32.7074966431,655.4000244141,655.200012207
221,63958,Kings,Kit Carson Union Elementary,KK-08,412,20.1000003815,8.7378997803,60.9222984314,72,655.3499755859,0.1747572869,5078.5,20.4975128174,11.1160001755,9.4660196304,653,657.700012207
222,71290,Stanislaus,Sylvan Union Elementary,KK-08,6373,329.1199951172,12.6785001755,36.8899993896,624,655.3499755859,0.0979130715,4733.7465820313,19.3637580872,14.5976667404,6.260787487,657.5999755859,653.0999755859
223,68635,San Joaquin,Oak View Union Elementary,KK-08,332,18.7999992371,9.0361003876,34.0360984802,73,655.4000244141,0.2198795229,4963.0600585938,17.6595745087,15.4930000305,13.2530126572,653.200012207,657.5999755859
224,66787,Placer,Auburn Union Elementary,KK-08,2903,138.1199951172,11.1263999939,34.447101593,192,655.549987793,0.0661384761,5431.1772460938,21.01795578,16.2719993591,3.1691353321,662,649.0999755859
225,67504,San Benito,North County Joint Union Elementary,KK-08,565,29.6499996185,6.7256999016,36.6371994019,60,655.6999511719,0.1061946899,5382.0888671875,19.0556488037,13.6300001144,16.9911499023,651.5999755859,659.799987793
226,61945,El Dorado,Pioneer Union Elementary,KK-08,586,26,7.5085000992,37.8839988708,78,655.799987793,0.1331057996,5724.4418945313,22.5384616852,12.3940000534,0.8532423377,662,649.5999755859
227,67645,San Bernardino,Central Elementary,KK-08,5068,240.1000061035,7.0638999939,34.2344017029,626,655.8499755859,0.1235201284,4843.4272460938,21.1078720093,15.3310003281,6.6495656967,655.9000244141,655.799987793
228,70094,Shasta,Pacheco Union Elementary,KK-08,859,42.8400001526,16.4144001007,40.1629981995,118,656.4000244141,0.1373690367,5730.3491210938,20.0513534546,12.6660003662,0.1164144352,654.0999755859,658.700012207
229,66316,Nevada,Chicago Park Elementary,KK-08,145,10.2100000381,8.2758998871,20,20,656.5,0.137931034,5635.7861328125,14.2017631531,13.7119998932,0,657.799987793,655.200012207
230,68874,San Mateo,Brisbane Elementary,KK-08,649,35.125,3.8520998955,19.5685997009,155,656.5500488281,0.238828972,5671.6572265625,18.4768676758,17.7803344727,6.9337444305,658.700012207,654.4000244141
231,63883,Kings,Central Union Elementary,KK-08,1789,96,2.9625000954,56.0088996887,435,656.6500244141,0.2431526035,7070.6333007813,18.6354160309,10.5566673279,9.5584125519,655.4000244141,657.9000244141
232,70011,Shasta,Happy Valley Union Elementary,KK-08,775,37,24.9032001495,61.4193992615,50,656.700012207,0.0645161271,5097.3432617188,20.9459457397,10.5229997635,0.9032257795,661.5,651.9000244141
233,61572,Calaveras,Mark Twain Union Elementary,KK-08,777,36.8499984741,12.988699913,39.8487014771,148,656.8000488281,0.190476194,5482.6772460938,21.0854816437,13.2430000305,1.158301115,663.4000244141,650.200012207
234,65458,Marin,San Rafael City Elementary,KK-08,3518,188.1999969482,9.7707996368,49.4268989563,419,656.8000488281,0.1191017628,5642.83203125,18.6928806305,22.4729995728,40.1080169678,656.700012207,656.9000244141
235,67991,San Diego,Cajon Valley Union Elementary,KK-08,19294,924.5700073242,18.9319000244,50.9707984924,2401,657,0.1244428307,5280.0234375,20.8680782318,15.6846542358,16.6632118225,657.5999755859,656.4000244141
236,69393,Santa Clara,Campbell Union Elementary,KK-08,7661,386.4200134277,7.8057999611,32.1367988586,1158,657,0.1511552036,5433.33984375,19.8255767822,23.4837493896,21.9553585052,657.299987793,656.700012207
237,71365,Sutter,Browns Elementary,KK-08,158,8,6.329100132,25.3164997101,34,657.1500244141,0.2151898742,4529.2836914063,19.75,11.6490001678,8.8607597351,661,653.299987793
238,66324,Nevada,Clear Creek Elementary,KK-08,117,6,8.4034004211,36.1344985962,42,657.4000244141,0.3589743674,6039.9858398438,19.5,16.3560009003,0.854700923,664.9000244141,649.9000244141
239,63057,Humboldt,Trinidad Union Elementary,KK-08,160,8.6999998093,16.091999054,36.7816009521,37,657.5,0.231250003,6168.2294921875,18.3908042908,14.0740003586,0,672.799987793,642.200012207
240,70722,Sonoma,Guerneville Elementary,KK-08,511,27.2000007629,27.4853992462,51.8518981934,30,657.5500488281,0.0587084144,5774.9702148438,18.7867641449,13.4370002747,3.9138941765,664.200012207,650.9000244141
241,69013,San Mateo,San Bruno Park Elementary,KK-08,2770,140.1100006104,3.6101000309,25.5596008301,296,657.6500244141,0.1068592072,4806.76171875,19.7701797485,18.3379993439,11.9494590759,659.700012207,655.5999755859
242,71472,Tehama,Antelope Elementary,KK-08,551,28.5,15.2343997955,51.5625,46,657.75,0.0834845752,4840.9360351563,19.3333339691,11.4259996414,3.9927403927,660.200012207,655.299987793
243,66472,Orange,Centralia Elementary,KK-06,5205,242.5,8.3189001083,37.2910995483,474,657.799987793,0.091066286,4954.4663085938,21.4639167786,15.7499170303,22.9394817352,655.0999755859,660.5
244,67702,San Bernardino,Etiwanda Elementary,KK-08,6437,278.8399963379,2.5167000294,17.150800705,622,657.9000244141,0.0966288671,4023.5317382813,23.0849227905,15.7790002823,2.4856300354,658.5,657.299987793
245,65169,Los Angeles,Wiseburn Elementary,KK-08,1712,81.2799987793,5.3737998009,32.6519012451,122,658,0.0712616816,5179.4111328125,21.0629920959,14.0620002747,9.8714952469,657,659
246,63024,Humboldt,Scotia Union Elementary,KK-08,370,19.7999992371,6.5040998459,36.3143997192,56,658.3499755859,0.1513513476,4385.2294921875,18.6868686676,12.1739997864,0.540540576,664,652.700012207
247,67785,San Bernardino,Mountain View Elementary,KK-08,3182,153.1999969482,3.5304999352,26.9433002472,328,658.5999755859,0.1030798256,4777.5126953125,20.7702350616,12.8999996185,8.9566316605,654.700012207,662.5
248,68791,San Luis Obispo,Pleasant Valley Joint Union Elementary,KK-06,139,7.1999998093,0.7193999887,29.4964008331,32,658.799987793,0.2302158326,4862.7905273438,19.3055553436,10.9709997177,6.4748196602,661.299987793,656.299987793
249,69625,Santa Clara,Oak Grove Elementary,KK-08,11855,588.8400268555,9.0158004761,32.765499115,1507,659.0500488281,0.1271193624,5486.0297851563,20.1328029633,17.4351997375,20.7254314423,654.9000244141,663.200012207
250,61960,El Dorado,Pollock Pines Elementary,KK-08,1068,51.6699981689,12.8276996613,36.7977981567,129,659.1500244141,0.1207865179,5486.3823242188,20.6696357727,14.7600002289,0.1872659177,662.0999755859,656.200012207
251,64345,Los Angeles,Castaic Union Elementary,KK-08,2295,103,4.0395002365,31.3708992004,224,659.3499755859,0.097603485,4631.2436523438,22.2815532684,14.6029996872,13.9869289398,658.299987793,660.4000244141
252,63255,Inyo,Bishop Union Elementary,KK-08,1510,73.3000030518,10.2597999573,37.1086006165,141,659.4000244141,0.0933774859,5189.6279296875,20.600271225,13.5223331451,8.7417211533,662.799987793,656
253,69138,Santa Barbara,Buellton Union Elementary,KK-08,579,27.7999992371,1.5,31.5,60,659.4000244141,0.1036269441,4600.6064453125,20.8273391724,16.6690006256,20.0345420837,660,658.799987793
254,75135,Madera,Chawanakee Jt. Elementary,KK-08,1012,52.6399993896,10.4847002029,33.6301002502,140,659.799987793,0.1383399218,6735.775390625,19.2249240875,13.5222501755,1.3833992481,660.799987793,658.799987793
255,70508,Siskiyou,Yreka Union Elementary,KK-08,1212,68.6500015259,18.2971992493,47.1246986389,107,659.9000244141,0.0882838294,5475.1728515625,17.6547698975,12.517999649,2.0627062321,660.4000244141,659.4000244141
256,70599,Sonoma,Alexander Valley Union Elementary,KK-06,119,7,4,33.5999984741,23,660.0500488281,0.1932773143,5990.7944335938,17,18.3260002136,28.5714302063,661.700012207,658.4000244141
257,66415,Nevada,Twin Ridges Elementary,KK-08,590,35.7625007629,7.796599865,30.6779994965,78,660.0999755859,0.1322033852,7203.2465820313,16.4977283478,11.4659996033,0.1694915295,673.0999755859,647.0999755859
258,72173,Tulare,Sundale Union Elementary,KK-08,546,27.6000003815,13.9194002151,54.7619018555,60,660.1999511719,0.1098901108,4777.7690429688,19.7826080322,10.0979995728,13.7362642288,659.799987793,660.5999755859
259,72207,Tulare,Three Rivers Union Elementary,KK-08,248,11.1199998856,7.4626998901,21.268699646,51,660.299987793,0.2056451589,4302.8349609375,22.3021583557,15.3649997711,0,667.799987793,652.799987793
260,72348,Tuolumne,Columbia Union Elementary,KK-08,461,26,14.4708003998,48.8120994568,150,660.75,0.3253796101,5630.1948242188,17.7307701111,10.3113327026,0.21691975,666.9000244141,654.5999755859
261,65102,Los Angeles,Westside Union Elementary,KK-08,6312,308.6799926758,9.8379001617,22.6930007935,496,660.9499511719,0.0785804838,4708.625,20.4483604431,16.9866256714,3.1210393906,662.0999755859,659.799987793
262,65649,Merced,Ballico-Cressey Elementary,KK-08,285,13.9899997711,7.241399765,66.2069015503,62,661.3499755859,0.2175438553,5629.9614257813,20.3716945648,9.6120004654,47.3684234619,661.0999755859,661.5999755859
263,68973,San Mateo,Millbrae Elementary,KK-08,2325,115.3000030518,2.8817000389,15.6559000015,302,661.450012207,0.1298924685,4890.9868164063,20.1647872925,21.1105003357,22.7096786499,662,660.9000244141
264,69435,Santa Clara,Evergreen Elementary,KK-08,11885,549.8400268555,10.1976995468,30.4416999817,1790,661.5999755859,0.1506100148,4929.3930664063,21.6153774261,16.4733123779,29.1207408905,659.0999755859,664.0999755859
265,70730,Sonoma,Harmony Union Elementary,KK-08,564,27.4300003052,6.8965997696,21.3792991638,46,661.5999755859,0.0815602839,4905.2211914063,20.5614280701,18.3689994812,4.4326243401,672.4000244141,650.799987793
266,63362,Kern,Panama Buena Vista Union Elementary,KK-08,12380,620.3800048828,12.2952003479,31.0188999176,1671,661.8499755859,0.1349757612,5156.8569335938,19.9555110931,16.6541118622,4.8142166138,660.0999755859,663.5999755859
267,68932,San Mateo,Laguna Salada Union Elementary,KK-08,3772,178.0599975586,3.371999979,18.3878002167,529,661.8499755859,0.1402439028,4941.7875976563,21.1838703156,18.5442218781,5.2492046356,665.4000244141,658.299987793
268,72371,Tuolumne,Sonora Elementary,KK-08,895,47.5800018311,17.5531997681,42.4468002319,70,661.8499755859,0.078212291,5408.7817382813,18.8104228973,14.1800003052,1.8994413614,662.700012207,661
269,66910,Placer,Roseville City Elementary,KK-08,5714,277.6700134277,10.5342998505,30.0690994263,489,661.9000244141,0.0855792761,4981.3876953125,20.5783824921,18.0295543671,8.6629333496,664.299987793,659.5
270,71084,Stanislaus,Gratton Elementary,KK-08,105,5.7300000191,0,0,16,661.9000244141,0.1523809582,4877.0864257813,18.3246078491,13.5860004425,10.476190567,662.5,661.299987793
